ID_Objetivo;Texto_Objetivo;ID_Objetivo_Prerrequisito;Texto_Prerrequisito;Importancia
ICI_5200-4;Analizar los resultados obtenidos y entender cómo implementar y  transmitir estos resultados ante unmandante en un contexto aplicado a la  industria.;ICA_3102-3;Reconocer los principios termodinámicos de bombas de calor para aplicarlos a la  solución de problemas de dimensionamiento o determinación de condiciones de  operación.;Ninguna
ICA_3130-3;Comprender los procesos relacionados en la obtención y refinación del  petróleo y los efectos ambientales derivados de su utilización.;IOC_6102-3;Demostrar actitud proactiva, analítica y de mejora continua en el desarrollo de  proyectos de ingeniería.;Ninguna
ICC_4201-3;Desarrolla una pieza de software integrando distintas tecnologías y  utilizando variados lenguajes y plataformas.;ICC_4101-3;Write code that is optimized for computational efficiency, with choice of adequate  data representations and data structures.;Alta
IOC_5100-3;Apply concepts of structural dynamics to the design objectives in the current seismic  codes.;IOC_3201-5;Define los grados de libertad (GDL) y el grado de indeterminación cinemático (GIC), planteando y resolviendo el sistema de ecuaciones de equilibrio por el método de rigidez para determinar desplazamientos, reacciones y esfuerzos internos en estructuras sujetas a diversas condiciones de carga. Aplica los principios de condensación estática y de sub-estructuración.;Media
ICI_4220-3;Formular, resolver e implementar modelos matemáticos para respaldar las  decisiones de planificación y programación de la producción.;ICC_5140-2;Describir distintas técnicas orientadas al procesamiento de grandes  volúmenes de datos en tiempo real.;Ninguna
IOC_5204-3;Comprende la filosofía del diseño sismorresistente por desempeño.;ING_2103-9;Identificar características principales de ondas.;Ninguna
ICI_4210-1;Formular y evaluar proyectos en el marco de una economía de mercado.;ICC_4200-3;Desarrollar la solución, usando como lenguaje base C y C++, sumado a librerías de  abstracción de hardware. Se hace fuerte uso de interrupciones, objetos, librerías  propias, etc.;Ninguna
ICI_6010-4;Integrar diferentes conocimientos adquiridos en cursos previos, metodológicos y  aplicados, mediante aplicación en casos prácticos.;ICI_4230-2;Aplicar y entender distintos modelos de valoración de activos.;Media
IOC_4102-3;Realiza experiencias de laboratorio que permiten medir las propiedades  físicas y mecánicas de los materiales más utilizados en obras de  ingeniería civil, y los factores que las afectan.;IOC_6101-1;Aplicar herramientas avanzadas de gestión, administración y control a proyectos  complejos de ingeniería civil.;Ninguna
ING_1102-4;Reconocer los tipos de reacciones químicas que se llevan a cabo en medio acuoso  y que son fundamentales para variados procesos biológicos.;ING_5206-3;Gestionar Relaciones Éticas: Manejar de manera ética las relaciones con  grupos de interés, colegas, empleados y competidores.;Ninguna
IOC_6102-1;Aplicar herramientas avanzadas de análisis y diseño estructural en proyectos  complejos de ingeniería civil.;IOC_3101-2;Realizar transformaciones de tensiones y deformaciones, y obtener las tensiones,  deformaciones y orientaciones principales.;Ninguna
ICC_5105-1;Understand the differences between the two main philosophies of Software Design  (traditional vs agile).;ICC_5105-3;Identify and apply the most relevant principles and patterns of software design, and  recognize and avoid anti-patterns.;Alta
IOC_4206-1;Conocer normas y herramientas para diseñar proyectos viales urbanos;IOC_3020-1;Conocer los modelos y relacionar variables que describen el tráfico.;Alta
ING_1203-1;Resolver problemas de Medición de posiciones, velocidades y aceleraciones en el  laboratorio.;ING_1100-2;Comprender los conceptos de campo real ordenado y de funciones reales.;Alta
ICC_4130-3;Develop a web application by means of an Model-View-Controller (MVC) framework  with server-side rendering.;ICC_3204-3;Construir consultas de complejidad media utilizando el lenguaje especializado SQL.;Media
ICE_4202-3;Comprender el papel de la realimentación como herramienta para  modificar el comportamiento de los sistemas de tiempo continuo y  discreto.;ICE_3102-2;Interpretar y representar señales y sistemas en el dominio del tiempo y  de lafrecuencia.;Alta
ICI_5210-1;Conocer en profundidad las cuatro funciones de la administración de una empresa;ICI_5120-6;Create, present, and implement the principal components of a working marketing  plan.;Ninguna
IOC_3101-3;Definir y calcular las tensiones y deformaciones unitarias en elementos simples  (barras axialmente cargadas, vigas sometidas a flexión y ejes en torsión).;ING_2204-5;Analiza sistemas estructurales básicos (vigas, marcos, arcos, cables,  enrejados, vigas suspendidas) que se encuentran en equilibrio estático.;Alta
ICI_4210-4;Integrar los conocimientos obtenidos a lo largo de la carrera y complementarlos con  conceptos de estrategia, administración, gestión, finanzas y flujos de caja,  marketing, microeconomía, evaluación social, riesgo y otros aspectos relevantes de  cara al desarrollo de un nuevo negocio.;ICI_4202-3;Determinar, a través de la simulación, las áreas críticas de los procesos  de un sistema industrialy/o servicio.;Alta
ICI_4202-3;Determinar, a través de la simulación, las áreas críticas de los procesos  de un sistema industrialy/o servicio.;ICI_3102-4;Identificar y aplicar el método de Montecarlo a los procesos industriales.;Media
ING_2101-4;Resolver ecuaciones y sistemas de ecuaciones en forma matricial.;ING_1202-2;Aplicar las herramientas del curso en la modelación y resolución de problemas  reales. Tales aplicaciones pueden surgir de la ingeniería, la física, la economía, la  química y otras ciencias;Alta
ICI_5110-3;Analizar en una industria determinada si existen imperfecciones de mercado y a  qué se deben.;ICA_5220-1;Reconocer el lenguaje propio de la economía ambiental y poder aplicarlo  de manera correcta.;Ninguna
ICA_5110-1;Conocer las características de los residuos, su clasificación y las diferentes técnicas que se pueden aplicar a su gestión.;ICA_4210-3;"Utilizar herramientas de diagrama de flujo basadas en computadora para  apoyar las actividades de diseño de procesos;";Ninguna
ICA_5130-1;Reconocer los elementos esenciales de la normativa y la institucionalidad  ambiental.;ICA_4230-4;Dimensionar, a nivel de ingeniería básica, los elementos que intervienen en una  fermentación industrial.;Ninguna
IOC_4203-6;Describir y analiza las características físicas y geomorfológicas de las cuencas.;IOC_5105-2;Realizar el diseño básico de sistemas tradicionales y alternativos de  drenaje de aguas lluvias en sectores urbanos;Ninguna
ICE_5102-2;Describir las características principales de una Red de Conmutación de  Paquetes.;ING_1102-9;Resolver problemas que involucren el uso del concepto de equilibrio químico en  sistemas de reactivos y ácido-base. Considerando condiciones iniciales determinar  concentraciones o presiones en el equilibrio o viceversa.;Ninguna
ICE_4202-4;Evaluar analíticamente, mediate simulaciones o experiencias de  laboratorio el desempeño de diversos sistemas de control.;ICE_3102-6;Familiarizarse con herramientas de procesamiento digital como Matlab u  Octave.;Alta
IOC_3220-3;Diferencia técnicas y métodos de medición para distintas condiciones de  exigencia o características de la superficie a estudiar.;ING_1202-2;Aplicar las herramientas del curso en la modelación y resolución de problemas  reales. Tales aplicaciones pueden surgir de la ingeniería, la física, la economía, la  química y otras ciencias;Media
ICE_5105-4;Conocer los alcances tecnológicos, regulatorios y de negocios del  sector eléctrico,tanto en la actualidad como en una perspectiva de largo  plazo.;ING_1100-1;Resolver operaciones de conjuntos, sumatorias, polinomios, así como  demostraciones por inducción.;Ninguna
ICC_5120-4;Apply the principles of information architecture to organize an application.;ICC_3201-6;Diseñar e implementar un protocolo de red de capa aplicación.;Ninguna
ICA_4130-2;Describir varias formas de energía, trabajo, entalpía, propiedades de los  fluidos, funciones de estado.;ING_2101-1;Reconocer las ecuaciones diferenciales ordinarias como una herramienta formal  para el modelamiento y estudio de fenómenos naturales.;Ninguna
ING_2101-3;Utilizar los métodos de resolución de diversos tipos de ecuaciones diferenciales  ordinarias.;ING_1201-3;Desarrollar la capacidad de abstracción de manera de entender como el cálculo de  valores y vectores propios de una matriz resuelve varios problemas lineales y se  relacionan, matemáticamente, con la solución de estos problemas tanto  matemáticos como de otras ciencias.;Alta
ICI_5000-6;Conocer aplicaciones clásicas de Data Mining en BA, tales como la predicción de  fuga de clientes, asignación de créditos, predicción de fraude y diseño de góndolas,  entre otras.;ICI_6010-3;Desarrollar habilidades necesarias para resolver problemas mediante trabajo en  equipo y presentarlo frente a un grupo de oyentes.;Ninguna
ICA_3102-3;Reconocer los principios termodinámicos de bombas de calor para aplicarlos a la  solución de problemas de dimensionamiento o determinación de condiciones de  operación.;ICA_6110-4;Aplicar herramientas de gestión ambiental a procesos industriales con el fin de  minimizar efectos adversos en el medioambiente.;Ninguna
ICE_5107-5;Ser capaz de entender los procesos relacionados en la obtención y  refinación del petróleo y los efectos ambientales derivados de su  utilización.;ING_1201-1;Comprender el álgebra matricial y su uso son la base en la resolución de sistemas  de ecuaciones lineales.;Ninguna
IOC_3101-6;Reconocer límites de la elasticidad por comportamiento plástico, fractura e  inestabilidad.;ING_1400-3;Identifica mejor los obstáculos que puede encontrar durante el estudio de la carrera  y algunas formas de superarlos.;Ninguna
IOC_5106-1;"Describe the main objectives of the study of economics – to seek to understand the  operation of the economy in construction sites, and to guide decision-making by  individuals, business and government;";ING_2104-6;Identificar y utilizar técnicas modernas de ingeniería para la resolución eficaz de  problemas de asignación de recursos.;Alta
ICA_4110-4;Aplicar procedimientos intuitivos y sistemáticos en el planteamiento y  solución de problemas.;IOC_4202-1;Identifica y formula problemas abiertos de Ingeniería, así como combinar  la teoríay la práctica en su solución.;Ninguna
ICI_4230-3;Analizar las distintas fuentes de financiamiento de las empresas, calculando sus  costos y beneficios.;ING_6103-5;Criterio;Ninguna
ICA_5220-3;Reconocer distintas metodologías de valorización económica, sus  fortalezas y debilidades.;IOC_4201-2;Aplica la programación en la solución de problemas de alta complejidad.;Ninguna
ICI_5130-3;Analyze the most important logistic activities related to networks, distribution, transportation, inventories, and warehousing.;ICI_3102-3;Emplear software estadísticos para test de bondad de ajuste, cálculo de  intervalos de confianza,regresiones, optimización factorial, segmentación  y clasificación de datos, entre otros.;Ninguna
